case_id,timestamp,analyst_id,severity,alert_type,asset_ip,escalated,time_to_close_mins,resolution_notes
CASE-00163,2026-07-07T04:10:00,SOC-A01,High,Unauthorized Access,10.0.1.10-WEBSERVER,Yes,99,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00046,2026-08-25T04:02:00,SOC-A01,Low,Privilege Escalation,10.0.6.10-WORKSTATION-POOL,No,55,Escalated to incident response team. Containment actions initiated.
CASE-00485,2026-07-13T08:41:00,SOC-A03,Low,Brute Force Attempt,10.0.3.20-PAYMENT-PROC,No,69,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00240,2026-08-16T01:25:00,SOC-A02,Low,DDoS Indicator,10.0.5.10-EMAIL-GW,No,56,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00627,2026-08-16T01:55:00,SOC-A02,Medium,Unauthorized Access,10.0.1.10-WEBSERVER,No,91,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00876,2026-09-17T07:00:00,SOC-A03,High,Malware Detection,10.0.6.10-WORKSTATION-POOL,No,55,Investigated within SLA. Closed.
CASE-00658,2026-07-17T10:05:00,SOC-A01,Medium,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,80,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00689,2026-08-07T19:58:00,SOC-A02,Low,Policy Violation,10.0.5.10-EMAIL-GW,No,69,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00579,2026-07-12T17:18:00,SOC-A03,High,Privilege Escalation,10.0.5.10-EMAIL-GW,Yes,118,Escalated to incident response team. Containment actions initiated.
CASE-00542,2026-09-11T18:23:00,SOC-A02,High,Privilege Escalation,10.0.4.10-AUTH-SERVER,Yes,31,Escalated to incident response team. Containment actions initiated.
CASE-00661,2026-08-01T02:17:00,SOC-A01,High,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,58,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00531,2026-09-12T07:58:00,SOC-A04,Low,Unauthorized Access,10.0.4.10-AUTH-SERVER,No,90,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00572,2026-08-20T23:08:00,SOC-A01,High,Policy Violation,10.0.5.20-VPN-ENDPOINT,Yes,221,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00287,2026-09-28T13:26:00,SOC-A02,Low,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,106,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00457,2026-09-21T08:27:00,SOC-A03,High,Privilege Escalation,10.0.6.10-WORKSTATION-POOL,Yes,147,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00612,2026-08-14T15:34:00,SOC-A04,Low,Phishing Email,10.0.1.10-WEBSERVER,No,49,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00190,2026-08-22T11:43:00,SOC-A03,High,Policy Violation,10.0.4.10-AUTH-SERVER,No,222,Escalated to incident response team. Containment actions initiated.
CASE-00502,2026-09-20T09:35:00,SOC-A01,Medium,Data Exfiltration,10.0.5.20-VPN-ENDPOINT,No,15,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00203,2026-08-19T15:02:00,SOC-A03,Medium,Brute Force Attempt,10.0.3.20-PAYMENT-PROC,No,105,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00758,2026-08-06T15:05:00,SOC-A03,Low,Data Exfiltration,10.0.1.10-WEBSERVER,No,42,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00665,2026-09-18T04:55:00,SOC-A01,High,Malware Detection,10.0.3.20-PAYMENT-PROC,No,117,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00733,2026-08-06T11:38:00,SOC-A01,Medium,Malware Detection,10.0.5.10-EMAIL-GW,No,61,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00259,2026-09-09T05:26:00,SOC-A04,Medium,Privilege Escalation,10.0.4.10-AUTH-SERVER,No,93,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00130,2026-09-28T09:01:00,SOC-A04,Critical,Anomalous Login,10.0.5.20-VPN-ENDPOINT,Yes,100,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00003,2026-09-10T06:45:00,SOC-A04,Medium,Policy Violation,10.0.5.10-EMAIL-GW,No,38,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00571,2026-09-09T17:30:00,SOC-A04,Low,Lateral Movement,10.0.5.10-EMAIL-GW,No,42,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00415,2026-09-01T01:05:00,SOC-A02,Low,DDoS Indicator,10.0.5.10-EMAIL-GW,No,12,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00885,2026-07-09T15:00:00,SOC-A03,Critical,Data Exfiltration,10.0.1.10-WEBSERVER,No,60,Investigated within SLA. Closed.
CASE-00364,2026-09-28T07:27:00,SOC-A01,Medium,Privilege Escalation,10.0.5.20-VPN-ENDPOINT,No,10,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00837,2026-07-27T17:00:00,SOC-A05,High,Phishing Email,10.0.3.20-PAYMENT-PROC,No,2,Duplicate alert.
CASE-00563,2026-09-05T16:43:00,SOC-A01,Medium,Policy Violation,10.0.1.20-APPSERVER,No,32,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00496,2026-07-10T15:20:00,SOC-A01,Low,Privilege Escalation,10.0.3.20-PAYMENT-PROC,No,74,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00344,2026-09-20T17:44:00,SOC-A02,Critical,Data Exfiltration,10.0.1.20-APPSERVER,Yes,155,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00522,2026-07-24T16:04:00,SOC-A04,High,Unauthorized Access,10.0.1.20-APPSERVER,No,169,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00311,2026-08-19T23:08:00,SOC-A01,High,Phishing Email,10.0.5.20-VPN-ENDPOINT,No,158,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00182,2026-08-16T11:58:00,SOC-A03,Low,Anomalous Login,10.0.4.10-AUTH-SERVER,No,96,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00466,2026-08-23T10:23:00,SOC-A04,Low,Malware Detection,10.0.3.20-PAYMENT-PROC,No,118,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00779,2026-09-08T07:00:00,SOC-A04,Low,Anomalous Login,10.0.5.20-VPN-ENDPOINT,No,25,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00556,2026-07-21T11:38:00,SOC-A02,High,Malware Detection,10.0.1.10-WEBSERVER,Yes,136,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00477,2026-08-21T00:14:00,SOC-A02,Low,Brute Force Attempt,10.0.1.20-APPSERVER,No,103,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00839,2026-08-21T15:00:00,SOC-A05,High,Policy Violation,10.0.3.20-PAYMENT-PROC,No,2,"False positive, closed."
CASE-00027,2026-09-23T13:22:00,SOC-A01,Medium,Malware Detection,10.0.4.10-AUTH-SERVER,No,96,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00061,2026-07-26T04:01:00,SOC-A01,Low,Unauthorized Access,10.0.4.10-AUTH-SERVER,No,68,Escalated to incident response team. Containment actions initiated.
CASE-00815,2026-09-27T23:00:00,SOC-A05,Critical,Privilege Escalation,10.0.2.50-DB-CORE-BANKING,No,3,Duplicate alert.
CASE-00075,2026-08-14T07:41:00,SOC-A01,Low,Brute Force Attempt,10.0.5.20-VPN-ENDPOINT,No,106,Escalated to incident response team. Containment actions initiated.
CASE-00744,2026-07-01T22:35:00,SOC-A01,High,Privilege Escalation,10.0.3.20-PAYMENT-PROC,Yes,102,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00715,2026-08-15T02:09:00,SOC-A03,Low,DDoS Indicator,10.0.1.10-WEBSERVER,No,58,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00393,2026-07-14T06:33:00,SOC-A04,Critical,Lateral Movement,10.0.4.10-AUTH-SERVER,Yes,45,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00218,2026-09-02T16:24:00,SOC-A03,Critical,Policy Violation,10.0.1.10-WEBSERVER,Yes,228,Escalated to incident response team. Containment actions initiated.
CASE-00408,2026-09-09T15:03:00,SOC-A02,Low,Privilege Escalation,10.0.4.10-AUTH-SERVER,No,63,Escalated to incident response team. Containment actions initiated.
CASE-00332,2026-08-29T21:37:00,SOC-A03,Medium,Policy Violation,10.0.1.20-APPSERVER,No,13,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00696,2026-09-19T05:07:00,SOC-A01,High,Brute Force Attempt,10.0.1.20-APPSERVER,Yes,189,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00862,2026-09-19T05:00:00,SOC-A05,Medium,Anomalous Login,10.0.2.50-DB-CORE-BANKING,No,9,Duplicate alert.
CASE-00011,2026-07-30T01:51:00,SOC-A01,Low,Anomalous Login,10.0.3.20-PAYMENT-PROC,No,37,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00088,2026-09-27T07:19:00,SOC-A04,Medium,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,80,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00470,2026-09-01T10:40:00,SOC-A01,Critical,Lateral Movement,10.0.3.20-PAYMENT-PROC,Yes,31,Escalated to incident response team. Containment actions initiated.
CASE-00379,2026-07-08T07:05:00,SOC-A04,Critical,Brute Force Attempt,10.0.1.10-WEBSERVER,No,186,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00255,2026-08-20T11:49:00,SOC-A01,High,Malware Detection,10.0.3.20-PAYMENT-PROC,No,103,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00462,2026-08-07T08:58:00,SOC-A01,Medium,Anomalous Login,10.0.4.10-AUTH-SERVER,No,84,Escalated to incident response team. Containment actions initiated.
CASE-00631,2026-09-28T17:50:00,SOC-A02,Low,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,50,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00645,2026-09-10T23:35:00,SOC-A03,Medium,Policy Violation,10.0.1.10-WEBSERVER,No,96,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00298,2026-09-01T23:41:00,SOC-A02,High,Data Exfiltration,10.0.4.10-AUTH-SERVER,Yes,217,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00787,2026-09-22T00:30:00,SOC-A01,Critical,Data Exfiltration,10.0.5.10-EMAIL-GW,No,92,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00150,2026-09-26T03:31:00,SOC-A01,High,Anomalous Login,10.0.4.10-AUTH-SERVER,Yes,50,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00670,2026-08-07T20:24:00,SOC-A01,Low,Policy Violation,10.0.4.10-AUTH-SERVER,No,50,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00915,2026-08-03T15:00:00,SOC-A03,High,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,27,Blocked source IP. Alert closed.
CASE-00429,2026-07-04T13:41:00,SOC-A02,Low,Malware Detection,10.0.4.10-AUTH-SERVER,No,16,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00194,2026-08-06T02:48:00,SOC-A02,Low,Unauthorized Access,10.0.4.10-AUTH-SERVER,No,116,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00290,2026-08-17T02:34:00,SOC-A01,High,Anomalous Login,10.0.1.20-APPSERVER,Yes,98,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00221,2026-08-08T05:45:00,SOC-A02,High,DDoS Indicator,10.0.5.20-VPN-ENDPOINT,Yes,233,Escalated to incident response team. Containment actions initiated.
CASE-00212,2026-09-23T09:19:00,SOC-A04,Medium,Policy Violation,10.0.5.20-VPN-ENDPOINT,No,31,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00442,2026-08-05T16:29:00,SOC-A04,Critical,Data Exfiltration,10.0.1.10-WEBSERVER,Yes,58,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00596,2026-07-31T17:27:00,SOC-A02,High,Data Exfiltration,10.0.1.20-APPSERVER,No,234,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00392,2026-09-20T22:56:00,SOC-A01,Low,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,107,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00551,2026-09-24T06:33:00,SOC-A04,Critical,Brute Force Attempt,10.0.3.20-PAYMENT-PROC,Yes,150,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00827,2026-07-25T14:00:00,SOC-A05,High,Malware Detection,10.0.4.10-AUTH-SERVER,No,2,Duplicate alert.
CASE-00273,2026-09-12T17:09:00,SOC-A04,Low,Privilege Escalation,10.0.6.10-WORKSTATION-POOL,No,24,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00196,2026-07-31T12:05:00,SOC-A03,Low,Phishing Email,10.0.1.10-WEBSERVER,No,22,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00750,2026-08-19T11:14:00,SOC-A01,Low,Policy Violation,10.0.5.10-EMAIL-GW,No,83,Escalated to incident response team. Containment actions initiated.
CASE-00573,2026-07-13T06:32:00,SOC-A01,Medium,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,30,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00122,2026-08-12T21:54:00,SOC-A04,Medium,Brute Force Attempt,10.0.3.20-PAYMENT-PROC,No,79,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00507,2026-07-17T03:24:00,SOC-A03,Medium,Unauthorized Access,10.0.5.10-EMAIL-GW,No,74,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00814,2026-09-28T03:00:00,SOC-A05,Critical,Policy Violation,10.0.2.51-DB-CUSTOMER,No,1,"False positive, closed."
CASE-00755,2026-08-28T16:57:00,SOC-A03,Medium,Phishing Email,10.0.5.20-VPN-ENDPOINT,No,63,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00539,2026-09-09T14:41:00,SOC-A01,Medium,Malware Detection,10.0.3.20-PAYMENT-PROC,No,42,Escalated to incident response team. Containment actions initiated.
CASE-00015,2026-09-19T05:50:00,SOC-A01,Medium,Unauthorized Access,10.0.5.10-EMAIL-GW,No,59,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00121,2026-09-22T04:04:00,SOC-A03,Medium,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,89,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00175,2026-09-19T15:29:00,SOC-A04,High,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,204,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00577,2026-09-17T05:43:00,SOC-A01,Low,Malware Detection,10.0.1.20-APPSERVER,No,30,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00569,2026-08-22T11:06:00,SOC-A03,Low,DDoS Indicator,10.0.5.20-VPN-ENDPOINT,No,43,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00153,2026-08-25T14:56:00,SOC-A04,Low,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,61,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00584,2026-08-22T11:33:00,SOC-A03,Medium,Lateral Movement,10.0.5.20-VPN-ENDPOINT,No,41,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00440,2026-08-24T02:43:00,SOC-A02,Medium,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,116,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00600,2026-08-16T17:35:00,SOC-A03,Critical,Malware Detection,10.0.3.20-PAYMENT-PROC,Yes,35,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00051,2026-08-12T08:55:00,SOC-A03,Low,DDoS Indicator,10.0.6.10-WORKSTATION-POOL,No,54,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00173,2026-09-04T20:07:00,SOC-A03,Medium,Data Exfiltration,10.0.1.20-APPSERVER,No,54,Escalated to incident response team. Containment actions initiated.
CASE-00269,2026-08-21T21:32:00,SOC-A03,Critical,Lateral Movement,10.0.5.20-VPN-ENDPOINT,Yes,206,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00768,2026-09-05T10:43:00,SOC-A03,Medium,Brute Force Attempt,10.0.1.20-APPSERVER,No,80,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00775,2026-07-19T17:49:00,SOC-A01,Medium,Lateral Movement,10.0.5.10-EMAIL-GW,No,66,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00092,2026-08-16T05:19:00,SOC-A02,Low,Brute Force Attempt,10.0.5.10-EMAIL-GW,No,45,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00235,2026-07-16T08:28:00,SOC-A01,Low,Unauthorized Access,10.0.1.10-WEBSERVER,No,47,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00024,2026-09-14T07:00:00,SOC-A01,Low,Malware Detection,10.0.5.20-VPN-ENDPOINT,No,39,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00832,2026-09-01T18:00:00,SOC-A05,Critical,Policy Violation,10.0.3.10-SWIFT-GATEWAY,No,2,Duplicate alert.
CASE-00230,2026-07-06T20:49:00,SOC-A02,Medium,Anomalous Login,10.0.5.20-VPN-ENDPOINT,No,108,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00907,2026-08-28T01:00:00,SOC-A01,High,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,20,Blocked source IP. Alert closed.
CASE-00635,2026-08-07T08:34:00,SOC-A04,Low,Data Exfiltration,10.0.1.10-WEBSERVER,No,103,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00187,2026-08-13T15:12:00,SOC-A02,Low,Lateral Movement,10.0.1.20-APPSERVER,No,19,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00653,2026-08-11T15:11:00,SOC-A01,Medium,Lateral Movement,10.0.5.20-VPN-ENDPOINT,No,86,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00794,2026-08-23T22:51:00,SOC-A02,High,Lateral Movement,10.0.4.10-AUTH-SERVER,Yes,82,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00882,2026-08-06T17:00:00,SOC-A03,High,Malware Detection,10.0.3.20-PAYMENT-PROC,No,58,Investigated within SLA. Closed.
CASE-00204,2026-07-09T11:15:00,SOC-A01,High,Phishing Email,10.0.5.20-VPN-ENDPOINT,No,227,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00289,2026-09-10T16:08:00,SOC-A02,Low,Malware Detection,10.0.3.20-PAYMENT-PROC,No,52,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00336,2026-08-01T16:11:00,SOC-A04,Medium,Privilege Escalation,10.0.3.20-PAYMENT-PROC,No,69,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00178,2026-08-17T09:04:00,SOC-A01,Medium,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,88,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00267,2026-08-01T00:16:00,SOC-A03,Low,Lateral Movement,10.0.4.10-AUTH-SERVER,No,52,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00137,2026-09-20T11:06:00,SOC-A01,Medium,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,89,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00490,2026-07-15T04:44:00,SOC-A02,High,Anomalous Login,10.0.6.10-WORKSTATION-POOL,Yes,56,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00463,2026-08-13T23:45:00,SOC-A04,Low,Phishing Email,10.0.5.10-EMAIL-GW,No,95,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00328,2026-08-18T02:28:00,SOC-A04,Critical,Unauthorized Access,10.0.4.10-AUTH-SERVER,No,166,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00754,2026-09-26T20:34:00,SOC-A01,High,Brute Force Attempt,10.0.3.20-PAYMENT-PROC,No,117,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00134,2026-07-23T06:08:00,SOC-A03,High,Policy Violation,10.0.3.20-PAYMENT-PROC,Yes,72,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00781,2026-07-11T14:48:00,SOC-A02,High,Brute Force Attempt,10.0.5.20-VPN-ENDPOINT,No,75,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00256,2026-08-26T20:16:00,SOC-A02,High,DDoS Indicator,10.0.1.20-APPSERVER,Yes,167,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00162,2026-08-18T13:29:00,SOC-A03,Low,Phishing Email,10.0.3.20-PAYMENT-PROC,No,102,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00114,2026-09-04T22:17:00,SOC-A04,Medium,Policy Violation,10.0.4.10-AUTH-SERVER,No,41,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00085,2026-07-24T15:13:00,SOC-A03,Low,Anomalous Login,10.0.3.20-PAYMENT-PROC,No,45,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00590,2026-08-20T07:48:00,SOC-A04,Medium,DDoS Indicator,10.0.1.10-WEBSERVER,No,71,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00709,2026-07-06T10:22:00,SOC-A02,Medium,Privilege Escalation,10.0.5.20-VPN-ENDPOINT,No,11,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00879,2026-09-28T18:00:00,SOC-A01,Critical,Malware Detection,10.0.2.50-DB-CORE-BANKING,No,57,Investigated within SLA. Closed.
CASE-00795,2026-08-22T07:11:00,SOC-A02,Medium,Policy Violation,10.0.1.10-WEBSERVER,No,101,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00411,2026-07-04T08:03:00,SOC-A03,High,Privilege Escalation,10.0.4.10-AUTH-SERVER,No,226,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00004,2026-07-01T05:44:00,SOC-A02,Medium,Phishing Email,10.0.3.20-PAYMENT-PROC,No,37,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00722,2026-08-12T14:56:00,SOC-A03,Low,Anomalous Login,10.0.5.10-EMAIL-GW,No,12,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00455,2026-09-25T06:17:00,SOC-A01,Medium,Brute Force Attempt,10.0.5.10-EMAIL-GW,No,120,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00189,2026-09-15T12:09:00,SOC-A02,Low,Policy Violation,10.0.6.10-WORKSTATION-POOL,No,102,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00054,2026-08-19T18:12:00,SOC-A04,Low,DDoS Indicator,10.0.5.20-VPN-ENDPOINT,No,10,Escalated to incident response team. Containment actions initiated.
CASE-00817,2026-08-28T18:00:00,SOC-A05,High,Policy Violation,10.0.5.10-EMAIL-GW,No,2,"Known issue, no action."
CASE-00789,2026-07-14T03:31:00,SOC-A02,Medium,Privilege Escalation,10.0.5.10-EMAIL-GW,No,18,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00335,2026-07-09T09:02:00,SOC-A01,High,Malware Detection,10.0.1.10-WEBSERVER,No,117,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00786,2026-09-25T17:09:00,SOC-A01,High,Data Exfiltration,10.0.1.20-APPSERVER,No,39,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00431,2026-07-31T03:03:00,SOC-A04,Low,Brute Force Attempt,10.0.5.10-EMAIL-GW,No,29,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00361,2026-07-06T03:40:00,SOC-A01,High,Policy Violation,10.0.4.10-AUTH-SERVER,Yes,61,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00880,2026-08-18T13:00:00,SOC-A01,High,Unauthorized Access,10.0.1.20-APPSERVER,No,57,Investigated within SLA. Closed.
CASE-00519,2026-08-18T01:27:00,SOC-A02,Low,Anomalous Login,10.0.3.20-PAYMENT-PROC,No,30,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00268,2026-08-03T20:23:00,SOC-A01,Medium,Lateral Movement,10.0.1.10-WEBSERVER,No,69,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00628,2026-07-02T05:50:00,SOC-A04,Low,Privilege Escalation,10.0.1.10-WEBSERVER,No,111,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00850,2026-07-19T06:00:00,SOC-A05,High,Policy Violation,10.0.5.20-VPN-ENDPOINT,No,6,"False positive, closed."
CASE-00728,2026-09-15T18:40:00,SOC-A04,High,Lateral Movement,10.0.5.20-VPN-ENDPOINT,Yes,187,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00341,2026-09-14T03:22:00,SOC-A02,Low,Lateral Movement,10.0.4.10-AUTH-SERVER,No,114,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00749,2026-08-28T22:38:00,SOC-A02,Critical,Unauthorized Access,10.0.5.10-EMAIL-GW,No,146,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00483,2026-08-15T22:26:00,SOC-A04,Low,Policy Violation,10.0.1.10-WEBSERVER,No,36,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00504,2026-08-20T06:29:00,SOC-A03,High,Brute Force Attempt,10.0.1.20-APPSERVER,Yes,57,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00083,2026-08-29T13:52:00,SOC-A03,High,Lateral Movement,10.0.3.20-PAYMENT-PROC,Yes,92,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00281,2026-08-01T14:22:00,SOC-A01,Low,Unauthorized Access,10.0.1.20-APPSERVER,No,14,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00035,2026-09-15T02:43:00,SOC-A01,High,Anomalous Login,10.0.4.10-AUTH-SERVER,Yes,175,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
